Specie_FAO,Peso_medio_ind_kg,kg_2019,kg_2020,kg_2021,kg_2022,kg_2023,Media_kg_5anni,Individui_annui,Percentuale_ind
"Polar cod ""Boreogadus saida"", dried, whether or not salted but not smoked (excl. fillets and offal)",1.5,0.9500000000000001,4.49,0.95,6.279999999999999,12.57,5.048,3365.3333333333335,0.0001646449008869171
"Polar cod (Boreogadus saida), fresh or chilled",1.5,0.63,0.19,0.81,20.05,0.5399999999999999,4.444,2962.6666666666665,0.00014494491670789608
"Polar cod, frozen",1.5,0.0,0.03,0.04,0.01,0.63,0.142,94.66666666666667,4.631453234140695e-06
"Pomfrets, ocean breams, fresh or chilled",1.5,41.59,7.43,102.2,183.51,185.99,104.144,69429.33333333333,0.0033967469409602003
"Pomfrets, ocean breams, frozen",1.5,69.53,55.53,0.27,469.06,5.92,120.06199999999998,80041.33333333333,0.003915926325333803
"Porbeagle shark (Lamna nasus), fresh or chilled",1.5,0.93,1.11,0.45,0.28,1.0,0.7540000000000001,502.66666666666674,2.459236435593017e-05
"Porbeagle shark (Lamna nasus), frozen",1.5,0.01,0.01,0.0,0.49,0.0,0.10200000000000001,68.00000000000001,3.326818520298246e-06
Preparations of surimi,1.5,2672.31,2229.71,2251.52,2124.14,2065.08,2268.552,1512368.0,0.0739907922339179
"Rays and skates ""Rajidae"", fillets, frozen",1.5,37.91,18.209999999999997,6.87,20.57,11.11,18.933999999999997,12622.666666666664,0.0006175488417973232
"Rays and skates (Rajidae) fillets, fresh or chilled",1.5,3.18,1.14,22.330000000000002,10.05,6.79,8.698,5798.666666666667,0.0002836928185250406
"Rays and skates (Rajidae) meat, frozen",1.5,0.28,9.2,9.57,6.279999999999999,13.95,7.856,5237.333333333333,0.000256230257798657
"Rays and skates (Rajidae), fresh or chilled",1.5,922.59,967.71,811.53,962.34,1015.88,936.01,624006.6666666666,0.03052877846259177
"Rays and skates (Rajidae), frozen",1.5,316.56999999999994,97.25,68.9,231.81,226.0,188.106,125404.0,0.006135240437051194
"Rays and skates (Rajidae), meat, whether or not minced, fresh or chilled",1.5,0.02,2.34,0.0,0.01,0.05,0.4839999999999999,322.6666666666666,1.578608003749363e-05
"Redfish fillets, fresh or chilled",1.5,767.9200000000001,971.06,977.33,1250.6,932.73,979.9279999999999,653285.3333333333,0.031961202146655085
"Redfish meat, frozen, whether or not minced, nei",1.5,27.53,18.09,0.15999999999999998,35.02,9.8,18.12,12080.0,0.0005909995253706294
"Redfish nei, fillets, frozen",1.5,652.24,527.97,578.2,487.53,679.97,585.182,390121.3333333333,0.0190862187778938
"Redfish, frozen, nei",1.5,378.88,958.0500000000001,612.64,696.04,1326.08,794.338,529558.6666666666,0.025908023233104583
"Redfishes, fresh or chilled, nei",1.5,2096.23,1562.09,2161.39,2558.5299999999997,1840.19,2043.6859999999997,1362457.3333333333,0.06665659249484548
"River eels, prepared or preserved, not minced, nei",1.5,141.43,152.94,146.87,160.42999999999998,132.92,146.91799999999998,97945.33333333331,0.004791858072207623
"Rock lobster & other sea crawfish (Palinurus, Panulirus, Jasus), meat or tails, frozen",1.5,218.33,144.88,137.3,93.88,129.76999999999998,144.83200000000002,96554.66666666669,0.00472382137188074
"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), dried, salted or in brine, smoked",1.5,1.5,0.83,4.8500000000000005,0.01,2.16,1.8700000000000003,1246.6666666666667,6.09916728721345e-05
"Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled, nei",1.5,90.24000000000001,79.77000000000001,28.41,45.78,86.03,66.046,44030.666666666664,0.0021541476077609595
"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",1.5,179.55,119.09,290.38,85.67,564.8199999999999,247.90199999999996,165267.99999999997,0.008085538870774268
"Saithe (= Pollock), salted or in brine",1.5,325.21000000000004,345.98,342.45000000000005,535.13,605.9300000000001,430.93999999999994,287293.3333333333,0.014055482089581626
"Saithe (=Pollock) fillets in blocks, frozen",1.5,367.92,359.81000000000006,531.91,618.73,857.65,547.204,364802.6666666667,0.01784753334883609
"Saithe (=Pollock) fillets, fresh or chilled",1.5,9821.36,7206.66,8405.3,9068.210000000001,8960.98,8692.501999999999,5795001.333333332,0.2835134964836229
"Saithe (=Pollock) fillets, frozen",1.5,12294.529999999999,10901.33,13699.37,11963.390000000001,10326.59,11837.042000000001,7891361.333333335,0.38607539756027637
"Saithe (=Pollock), fresh or chilled",1.5,51411.03,48775.24,50601.13,45859.81,51600.340000000004,49649.509999999995,33099673.33333333,1.6193618567816952
"Saithe (=Pollock), frozen",1.5,5189.95,5297.41,3397.85,4889.85,3962.06,4547.424000000001,3031616.0000000005,0.14831818022400717
"Saithe (=Pollock), meat, frozen",1.5,1316.65,1548.98,1013.48,2082.25,1024.88,1397.248,931498.6666666666,0.04557245611617335
"Saithe (=Pollock), not minced, prepared or preserved",1.5,718.0600000000001,544.5,611.04,526.76,540.5,588.1719999999999,392114.66666666657,0.01918374022275352
"Saithe, dried, whether or not salted, but not smoked",1.5,717.2,582.38,516.89,621.55,584.15,604.434,402956.0,0.019714139465666174
"Salmon fillets, dried, salted or in brine",1.5,34.5,20.81,32.19,88.91,13.91,38.064,25376.0,0.0012414903936924747
"Salmon fillets, fresh or chilled",1.5,47045.24,53102.090000000004,68920.06,73277.39,70957.95,62660.54600000001,41773697.333333336,2.0437280874980406
"Salmon fillets, frozen",1.5,34393.36,53380.38,48128.270000000004,49611.44,47666.69,46636.028000000006,31090685.33333334,1.5210745261132115
"Salmon minced, prepared or preserved",1.5,1299.48,1129.62,1262.22,931.76,799.46,1084.508,723005.3333333334,0.03537216960599618
"Salmon nei, not minced, prep.or pres, in airtight containers",1.5,3.31,15.04,41.69,7.800000000000001,1.55,13.877999999999997,9251.999999999998,0.0004526430139676376
"Salmon nei, not minced, prepared or preserved",1.5,4347.27,4653.110000000001,6048.91,6208.47,5859.599999999999,5423.472,3615648.0,0.1768912460188134
"Salmonoids meat, fresh or chilled, nei",1.5,546.9399999999999,271.36,106.14,266.3,365.41,311.23,207486.66666666666,0.010151036549729636
"Salmonoids nei, minced, prepared or preserved",1.5,5.24,3.84,4.31,5.67,3.62,4.5360000000000005,3024.0000000000005,0.00014794557654973376
"Salmonoids, fresh or chilled, nei",1.5,7899.79,5680.400000000001,541.9,159.35,194.28,2895.1440000000002,1930096.0,0.09442763409931709
"Salmonoids, frozen",1.5,141.21,32.13,28.72,121.96000000000001,104.11,85.626,57084.0,0.002792766300186839
"Salmonoids, not minced, prepared or preserved",1.5,68.44,105.09,114.89,43.47,34.839999999999996,73.34599999999999,48897.33333333332,0.0023922434430372064
"Salmons, live",1.5,13.81,3.1,634.42,72.49000000000001,7.33,146.23,97486.66666666667,0.004769418355129534
"Salmons, meat. frozen",1.5,102.77000000000001,115.28999999999999,244.12,0.0,0.0,92.436,61624.0,0.0030148803602185158
"Salmons, salted or in brine",1.5,1.3800000000000001,1.41,2.8699999999999997,2.56,3.35,2.314,1542.6666666666667,7.547311819578569e-05
"Salmons, smoked",1.5,9803.34,7525.54,7518.8,9221.33,7761.07,8366.016,5577344.0,0.2728648722540338
"Saltwater fish nei, live",1.5,103.04,87.66,88.49,109.35,82.61,94.22999999999999,62819.99999999999,0.0030733932271343493
"Sardines, sardinellas, brisling or sprats, fresh or chilled",1.5,1597.66,481.1,525.62,382.29,818.45,761.024,507349.3333333333,0.0248214582116809
"Sardines, sardinellas, brisling or sprats, frozen",1.5,1.2,135.5,26.900000000000002,124.2,114.52000000000001,80.46400000000001,53642.66666666668,0.002624403190365471
"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",1.5,746.32,1067.07,970.92,949.72,640.64,874.934,583289.3333333334,0.028536731718025735
"Scallop meat, prepared or preserved",1.5,352.76,273.35,255.51999999999998,246.76999999999998,170.0,259.68,173120.0,0.00846968856226518
"Scallops and other molluscs of the family Pectinidae (excl Pecten, Chlamys, Placopecten) with or without shell, frozen",1.5,0.0,0.0,0.0,597.07,632.54,245.92200000000003,163948.00000000003,0.008020959452439072
"Scallops and other molluscs of the family Pectinidae (excl. of the genera Pecten, Chlamys or Placopecten), even in shell, live, fr/ch",1.5,0.0,0.0,0.0,79.89,45.75,25.128,16752.0,0.0008195715272358266
"Scallops and other molluscs of the family Pectinidae, even in shell, live, fresh or chilled",1.5,5599.99,3278.5299999999997,4306.02,3296.3700000000003,3764.3700000000003,4049.0559999999996,2699370.6666666665,0.1320634753973013
"Scallops and other molluscs of the family Pectinidae, frozen",1.5,2061.64,1522.1000000000001,2571.13,2556.7,2115.74,2165.462,1443641.3333333333,0.07062842241766742
"Scallops and other molluscs of the family Pectinidae, with or without shell, smoked, dried, salted/in brine",1.5,419.64,496.57,94.08,0.0,0.0,202.05800000000002,134705.33333333334,0.00659029702523944
"Scallops, including queen scallops, of the genera Pecten, Chlamys or Placopecten, live, fr/ch",1.5,0.0,0.0,0.0,755.1899999999999,1251.93,401.424,267616.0,0.013092792134237283
"Scallops, other than live, fresh or chilled",1.5,0.0,0.05,0.0,27.37,23.759999999999998,10.236,6824.0,0.00033385602327228275
"Sea-cucumber, dried, salted or in brine, smoked",1.5,5.41,1.4200000000000002,6.359999999999999,0.8200000000000001,2.04,3.21,2140.0,0.00010469693578585655
"Sea-cucumber, frozen",1.5,0.0,0.52,0.0,0.37,0.0,0.178,118.66666666666667,5.805624476598899e-06
"Sea-cucumber, live, fresh or chilled",1.5,0.0,0.02,0.01,0.0,0.01,0.008,5.333333333333333,2.6092694276848977e-07
"Sea-cucumber, other than live, fresh or chilled",1.5,0.0,0.0,0.0,0.04,0.0,0.008,5.333333333333333,2.6092694276848977e-07
"Sea-cucumber, prepared or preserved",1.5,0.01,0.02,4.13,22.07,0.33,5.311999999999999,3541.3333333333326,0.0001732554899982772
"Sea-urchin, dried, salted or in brine; fermented, smoked",1.5,0.64,0.7799999999999999,1.0999999999999999,1.96,0.91,1.0779999999999998,718.6666666666665,3.5159905538054e-05
"Sea-urchin, frozen",1.5,7.670000000000001,4.14,3.1799999999999997,2.9599999999999995,1.91,3.972,2648.0,0.0001295502270845552
"Sea-urchin, live, fresh or chilled",1.5,16.4,10.82,12.350000000000001,24.48,20.41,16.892,11261.333333333334,0.0005509472396556664
"Sea-urchin, prepared or preserved",1.5,0.5700000000000001,1.4400000000000002,0.12,0.48,0.51,0.624,416.0,2.0352301535942206e-05
"Seabass, fresh or chilled",1.5,5688.02,4996.4800000000005,2566.8700000000003,3188.4700000000003,3753.4700000000003,4038.6620000000003,2692441.3333333335,0.13172446606690935
"Seabass, frozen",1.5,641.81,596.5600000000001,172.45,489.72,263.32,432.77200000000005,288514.6666666667,0.014115234359475612
"Seabreams nei, fresh or chilled",1.5,578.66,575.07,448.89,253.8,251.66,421.616,281077.3333333333,0.013751371737784951
"Seabreams, frozen",1.5,110.44,79.73,140.38,52.900000000000006,79.43,92.57600000000001,61717.33333333334,0.003019446581716965
"Seaweeds and other algae, fit for human consumption, nei",1.5,1315.1299999999999,1691.36,1285.65,1301.9,1165.1499999999999,1351.8379999999997,901225.3333333331,0.04409136955728371
"Seaweeds and other algae, unfit for human consumption, nei",1.5,3047.78,3745.92,5311.78,5642.34,4165.14,4382.592,2921728.0,0.14294204149520517
"Shark fillets nei, frozen",1.5,0.0,0.23,0.0,0.0,0.0,0.046,30.666666666666668,1.5003299209188166e-06
"Shark fins, fresh or chilled",1.5,1.14,0.57,0.0,0.03,0.01,0.35,233.33333333333334,1.141555374612143e-05
"Shark fins, frozen",1.5,0.0,2.9,0.0,0.03,0.01,0.5879999999999999,391.99999999999994,1.9178130293483998e-05
"Shark fins, prepared or preserved",1.5,1.7800000000000002,0.44,0.1,0.07,0.17,0.512,341.3333333333333,1.6699324337183345e-05
Shark oil,1.5,0.0,3.2,0.0,0.0,0.76,0.792,528.0,2.5831767334080493e-05
"Sharks nei, fresh or chilled",1.5,4.1,1.3199999999999998,11.49,1.81,1.72,4.087999999999999,2725.3333333333326,0.00013333366775469826
"Shrimps Crangon crangon, in shell or not, dried, salted/in brine, smoked,  (excl. cooked by steaming/boiling in water)",1.5,0.17,0.33,0.35000000000000003,0.0,0.55,0.28,186.66666666666666,9.132442996897142e-06
"Shrimps Crangon crangon, in shell or not, dried, salted/in brine, smoked,  cooked by steaming/boiling in water",1.5,6336.2300000000005,5249.13,5676.65,6305.779999999999,5457.24,5805.005999999999,3870003.9999999995,0.18933530854159247
"Shrimps Crangon crangon, in shell or not, live, fresh or chilled",1.5,4497.650000000001,5049.12,3954.2100000000005,4577.57,4403.39,4496.388000000001,2997592.0000000005,0.14665359679261558
"Shrimps Crangon crangon, live",1.5,1408.9,904.62,559.37,253.99,0.31,625.438,416958.6666666667,0.020399203153904845
"Shrimps Crangon nei (excl. Crangon crangon), in shell or not, dried, salted/in brine, smoked,  cooked by steaming/boiling in water",1.5,0.31,236.74,156.29,5.039999999999999,93.43,98.36200000000001,65574.66666666667,0.003208161993074275
"Shrimps Crangon nei (excl. Crangon crangon), in shell or not, live, fresh or chilled",1.5,3.33,3.23,0.0,0.19,0.02,1.354,902.6666666666666,4.41618850635669e-05
"Shrimps Pandalidae nei (excl. Pandalus spp), in shell or not, dried, salted/in brine, smoked,  cooked by steaming/boiling in water",1.5,111.92,236.81,60.19,24.26,16.97,90.03,60020.0,0.0029364065821808924
"Shrimps Pandalidae nei (excl. Pandalus spp), in shell or not, live, fresh or chilled",1.5,83.26,84.92,3.41,5.9,2.31,35.96,23973.333333333332,0.0011728666077443616
"Shrimps and prawns (Pandalus spp.), frozen",1.5,15831.279999999999,17545.97,19016.510000000002,17794.89,15944.0,17226.53,11484353.333333334,0.5618582259262093
"Shrimps and prawns (Penaeus spp.), frozen",1.5,21368.13,20548.44,22938.19,18494.09,19370.62,20543.893999999997,13695929.33333333,0.67005693174749
"Shrimps and prawns Pandalus spp, in shell or not, dried, salted/in brine, smoked,  cooked by steaming/boiling in water",1.5,680.34,883.97,810.17,1007.01,1199.56,916.2099999999998,610806.6666666665,0.02988298427923975
"Shrimps and prawns, cooked, frozen",1.5,30.39,262.72,331.08,817.49,1403.8799999999999,569.112,379408.0,0.0185620817816076
"Shrimps and prawns, dried, salted or in brine, smoked nei",1.5,589.96,585.4499999999999,553.6999999999999,462.22999999999996,623.22,562.9119999999999,375274.66666666657,0.018359863400962014
"Shrimps and prawns, in shell or not, live, fresh or chilled (excl. Pandalidae, Crangon)",1.5,491.06,852.74,1025.85,1703.1000000000001,1908.41,1196.232,797488.0,0.03901614482522952
"Shrimps and prawns, live, fresh or chilled, nei",1.5,1.94,0.0,0.0,0.21,0.02,0.434,289.3333333333333,1.4155286645190573e-05
"Shrimps and prawns, not cooked, frozen",1.5,0.55,23.31,39.65,75.65,68.69999999999999,41.571999999999996,27714.66666666666,0.0013559068580964572
"Shrimps and prawns, other than coldwater, even smoked, frozen",1.5,5667.37,7829.03,6034.31,5774.070000000001,4284.030000000001,5917.762,3945174.6666666665,0.19301294333644298
"Shrimps and prawns, prep. or pres., in airtight containers",1.5,23896.61,26205.58,25039.8,30386.51,23451.68,25796.036,17197357.333333332,0.8413601011282379
"Shrimps and prawns, prep. or pres., not in airtight containers",1.5,17045.01,15982.13,15538.65,15567.599999999999,12597.05,15346.088,10230725.333333334,0.500525978162026
"Shrimps of the family Pandalidae nei (excl Pandalus spp), frozen",1.5,6.15,3.64,3.74,19.57,223.62,51.34400000000001,34229.333333333336,0.0016746291186881678
"Shrimps of the genus Crangon nei (excl. Crangon crangon), frozen",1.5,1.8,2.03,1.5999999999999999,3.9899999999999998,2.4,2.364,1576.0,7.710391158808874e-05
"Skipjack prepared or preserved, not minced, nei",1.5,20411.39,27707.14,32703.39,31523.01,24268.960000000003,27322.778,18215185.333333332,0.8911561164352692
"Skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis), fresh or chilled",1.5,10.75,5.9,19.06,15.41,20.47,14.317999999999998,9545.333333333332,0.00046699399581990464
"Skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis), frozen",1.5,34.730000000000004,43.980000000000004,1.84,10.030000000000001,7.36,19.588,13058.666666666666,0.0006388796193686473
"Skipjack, prepared or preserved, whole or in pieces, not minced, in oil",1.5,15032.099999999999,16388.29,17499.53,18514.77,11227.72,15732.482,10488321.333333334,0.5131285538025371
"Sockeye salmon (red salmon)(Oncorhynchus nerka), frozen",1.5,489.87,330.19,1149.16,781.91,356.98,621.6220000000001,414414.66666666674,0.020274741002204277
"Soles (Solea spp), frozen, nei",1.5,12.94,6.47,34.98,14.68,35.6,20.933999999999997,13955.999999999998,0.0006827805774894456
"Solubles from fish and marine mammals, nei",1.5,13757.27,8946.5,4218.65,8071.599999999999,23894.64,11777.732,7851821.333333333,0.38414095043832636
"Southern blue whiting (Micromesistius australis), frozen",1.5,0.0,0.0,0.0,0.02,0.0,0.004,2.6666666666666665,1.3046347138424489e-07
"Southern bluefin tuna (Thunnus maccoyii), fresh or chilled",1.5,0.0,0.0,0.0,0.0,0.19,0.038,25.333333333333332,1.2394029781503265e-06
"Southern bluefin tuna(Thunnus maccoyii), frozen",1.5,0.0,0.07,0.0,0.03,0.0,0.02,13.333333333333334,6.523173569212246e-07
"Southern hake, fresh or chilled",1.5,102.71000000000001,69.41,11.83,4.29,11.23,39.894,26596.0,0.0013011774318507667
"Southern hake, frozen",1.5,0.0,0.0,0.0,0.07,0.01,0.016,10.666666666666666,5.218538855369795e-07
"Squid ""Loligo spp."", smoked, dried, salted/in brine, with or without shell",1.5,103.43,83.00999999999999,70.1,62.32,19.19,67.60999999999999,45073.33333333332,0.002205158825072199
"Squid ""Ommastrephes spp."", ""Nototodarus spp."" and ""Sepioteuthis spp."" (excl Ommastrephes sagittatus), smoked, dried, salted/in brine",1.5,17.86,17.810000000000002,29.16,18.840000000000003,10.66,18.866,12577.333333333334,0.0006153309627837913
"Squid (Illex spp.), frozen",1.5,709.88,485.53,700.41,671.4799999999999,729.37,659.334,439556.0,0.021504750610414933
"Squid (Ommastrephes sagittatus, Loligo spp.), frozen",1.5,1258.49,1414.57,2370.75,1614.01,1534.53,1638.47,1092313.3333333333,0.05344012098973594
"Squid (Ommastrephes spp., Nototodarus spp., Sepioteuthis spp. (excl Ommastrephes sagittatus)), frozen",1.5,389.92,252.33,198.12,180.64,171.64,238.53000000000003,159020.00000000003,0.007779862957320987
"Squids (Ommastrephes sagittatus, Loligo spp.), live, fresh or chilled",1.5,1027.92,522.73,896.0,1395.12,1221.8999999999999,1012.734,675156.0,0.033031198307212975
"Squids, live,fresh or chilled, nei",1.5,48.16,12.190000000000001,24.98,1.8900000000000001,1.88,17.82,11880.0,0.0005812147650168111
"Striped venus or other species of the family Veneridae, frozen",1.5,16.58,27.14,2.1999999999999997,2.04,40.85,17.762,11841.333333333334,0.0005793230446817396
"Stromboid conchs, dried, salted or in brine, smoked",1.5,0.0,0.0,0.0,0.01,0.0,0.002,1.3333333333333333,6.523173569212244e-08
"Swordfish fillets, fresh or chilled",1.5,804.02,727.63,457.03999999999996,484.24,548.8100000000001,604.3480000000001,402898.66666666674,0.019711334501031415
"Swordfish fillets, frozen",1.5,102.82,9.0,27.68,10.46,10.31,32.054,21369.333333333336,0.0010454690279376468
"Swordfish meat, frozen",1.5,8.06,5.930000000000001,7.720000000000001,47.19,0.81,13.942000000000002,9294.666666666668,0.0004547304295097857
"Swordfish, fresh or chilled",1.5,13.09,5.81,7.25,9.08,6.890000000000001,8.424,5616.0,0.0002747560707352198
"Swordfish, frozen",1.5,13.36,6.33,2.2199999999999998,10.53,56.55,17.798,11865.333333333334,0.0005804972159241978
"Swordfish, meat, fresh or chilled",1.5,939.84,1063.8999999999999,1083.6499999999999,367.23,406.18,772.1599999999999,514773.33333333326,0.025184668516014638
"Tilapia fillets, fresh or chilled",1.5,1160.25,253.51000000000002,854.0699999999999,670.31,456.58,678.944,452629.3333333333,0.022144347778876194
"Tilapia fillets, frozen",1.5,1258.9299999999998,1509.05,1674.68,1941.72,1681.01,1613.078,1075385.3333333333,0.052611938873388754
"Tilapia, catfish, carp, eel, Nile perch and snakeheads, fillets, dried/salted/brine, not smoked",1.5,0.24000000000000002,2.71,1.47,47.88,8.63,12.186000000000002,8124.000000000001,0.00039745696557210217
"Tilapias, catfish, carp, eels, Nile perch and snakeheads  meat, frozen",1.5,30.419999999999998,19.939999999999998,29.94,7.52,75.49,32.662,21774.666666666668,0.001065299475588052
"Tilapias, catfish, carp, eels, Nile perch and snakeheads, including fillets, smoked",1.5,10.969999999999999,8.67,8.33,6.609999999999999,14.94,9.904,6602.666666666667,0.00032302755514739044
"Tilapias, catfish, carp, eels, Nile perch and snakeheads, salted or in brine",1.5,1.8599999999999999,0.29,0.0,1.1,0.0,0.65,433.3333333333333,2.1200314099939797e-05
"Tilapias, catfish, carp, eels, Nile perch, snakeheads, dried, whether or not salted, not smoked, nei",1.5,23.83,4.24,1.2500000000000002,1.33,0.22,6.1739999999999995,4115.999999999999,0.00020137036808158198
"Tilapias, fresh or chilled",1.5,81.24,30.939999999999998,8.6,4.86,3.11,25.75,17166.666666666668,0.0008398585970360767
"Tilapias, frozen",1.5,2016.5,2817.14,2842.2699999999995,2593.81,3019.65,2657.874,1771916.0,0.08668886713548214
"Toothfish (Dissostichus spp.), fillets, fresh or chilled",1.5,148.33,138.45,0.0,0.0,0.0,57.355999999999995,38237.33333333333,0.0018707157161786878
"Toothfish (Dissostichus spp.), fillets, frozen",1.5,2.21,1.76,1.8900000000000001,11.67,14.0,6.306,4204.0,0.00020567566263726212
"Toothfish (Dissostichus spp.), fresh or chilled",1.5,1.05,8.37,5.05,0.11,0.23,2.9619999999999997,1974.6666666666663,9.660820056003334e-05
"Toothfish (Dissostichus spp.), frozen",1.5,81.85,54.85,16.509999999999998,39.63999999999999,22.78,43.12599999999999,28750.66666666666,0.0014065919167292364
"Toothfish (Dissostichus spp.), meat, fresh or chilled",1.5,4.01,6.02,7.67,10.15,10.58,7.686,5124.0,0.0002506855602648266
"Toothfish (Dissostichus spp.), meat, frozen",1.5,922.79,464.49,43.31,2.26,11.290000000000001,288.828,192552.0,0.009420375878242173
"Trout fillets, fresh and chilled",1.5,1301.13,1581.8899999999999,2264.84,1383.08,1007.78,1507.7440000000001,1005162.6666666669,0.04917637904969175
"Trout fillets, frozen",1.5,1124.82,1563.84,1899.45,1889.81,1998.48,1695.28,1130186.6666666667,0.05529302844207068
Trouts and chars live,1.5,8656.789999999999,9053.77,8944.73,7649.500000000001,8226.32,8506.222,5670814.666666667,0.27743781262125866
"Trouts and chars, fresh or chilled",1.5,7670.43,10026.62,7829.28,8151.06,7944.5599999999995,8324.39,5549593.333333333,0.2715072041390736
"Trouts and chars, frozen",1.5,4244.72,5709.21,3735.17,3881.47,3379.85,4190.084,2793389.3333333335,0.13666322600789563
"Trouts and chars, smoked",1.5,2912.0,2747.7400000000002,2440.02,2068.3,2139.3,2461.472,1640981.3333333333,0.08028304545878001
"Tuna loins and fillets, fresh or chilled",1.5,0.0,0.02,0.0,0.0,0.0,0.004,2.6666666666666665,1.3046347138424489e-07
"Tuna loins, prepared or preserved",1.5,2233.6699999999996,2215.2599999999998,1963.6000000000001,3971.29,2452.96,2567.3559999999998,1711570.6666666667,0.08373654400979239
"Tunas (of the genus Thunnus), skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis), fillets, frozen",1.5,2433.6099999999997,2649.62,1985.56,1449.65,1342.68,1972.2239999999997,1314815.9999999998,0.06432579734683025
"Tunas nei, frozen",1.5,114.3,65.07,44.33,782.87,792.9,359.89399999999995,239929.33333333328,0.011738255142590357
"Tunas prepared or preserved, not minced, in oil",1.5,1499.3100000000002,1455.7299999999998,1038.22,1080.49,1066.62,1228.074,818716.0,0.0400546992891838
"Tunas, bonitos, billfishes, nei, minced, prepared or preserved",1.5,3073.9300000000003,3240.07,3418.04,3587.98,3042.94,3272.592,2181728.0,0.1067384281860772
"Tunas, fresh or chilled, nei",1.5,40.32,12.48,9.53,9.96,28.91,20.24,13493.333333333334,0.0006601451652042794
"Tunas, skipjack tuna and bonito (Sarda spp.), prepared or preserved",1.5,457.64,608.61,1832.55,2858.11,1747.47,1500.876,1000584.0,0.04895237326932499
"Turbot, fresh or chilled",1.5,1429.27,1546.6,1719.77,1325.28,1269.07,1457.9979999999998,971998.6666666665,0.047553870087821574
"Turbots, frozen",1.5,85.47,61.57,83.46,94.64,75.85000000000001,80.19800000000001,53465.33333333334,0.002615727369518419
"Tusk, dried, whether or not salted, but not smoked",1.5,448.86,600.99,501.54999999999995,483.13,481.3,503.166,335444.0,0.016411195760631245
"Whiting (Merlangius merlangus), fresh or chilled",1.5,2395.04,3408.01,3201.6800000000003,3835.75,4612.65,3490.6259999999993,2327083.9999999995,0.11384979631602529
"Whiting fillets, frozen",1.5,1873.31,1807.23,218.55,247.57,202.5,869.832,579888.0,0.02837032556027513
"Whiting, frozen",1.5,21.22,57.82,45.050000000000004,31.22,38.21,38.704,25802.666666666668,0.001262364549113954
"Whole lobsters Homarus spp,  in shell or not, dried, salted/in brine, smoked,  cooked by steaming/boiling in water",1.5,3.7199999999999998,5.27,3.8300000000000005,0.17,0.19,2.6359999999999997,1757.333333333333,8.597542764221739e-05
"Wolffish (=Catfish) fillets, frozen",1.5,8.54,1.02,8.81,0.83,3.0100000000000002,4.441999999999999,2961.3333333333326,0.00014487968497220395
"Wolffish (=catfish), fresh or chilled",1.5,536.3,555.04,389.74,322.86,351.10999999999996,431.01000000000005,287340.00000000006,0.014057765200330854
"Wolffishes (=Catfishes), frozen",1.5,150.85999999999999,118.25,432.58000000000004,625.24,170.07,299.4,199600.0,0.009765190833110731
"Yellowfin tuna, fresh or chilled",1.5,540.0699999999999,434.47999999999996,331.60999999999996,383.77,296.14,397.21399999999994,264809.3333333333,0.012955479330605365
"Yellowfin tuna, frozen, nei",1.5,527.34,430.28000000000003,138.27,61.36,22.62,235.974,157316.0,0.007696496799106453
